country,iso3c,year,unemployment,trade,fdi,gov_debt,income,lending,income_num,lending_num,unemployment_z,gov_debt_z,trade_z,fdi_z,income_z,lending_z,economic_security_index,rank
Afghanistan,AFG,2006,7.914,78.690150124216,3.41377297323201,46.7379695314549,Low income,IDA,1,1,-0.045089174526119304,0.07856971255928785,-0.19261941992485868,-0.09549586612326552,-1.8423807717086775,-1.3562846402702027,-0.5755500266656394,196
Afghanistan,AFG,2007,7.817,78.690150124216,1.93570171391636,46.7379695314549,Low income,IDA,1,1,-0.027596649504813154,0.07856971255928785,-0.19261941992485868,-0.11703010805686635,-1.8423807717086775,-1.3562846402702027,-0.5762236461510217,199
Afghanistan,AFG,2008,7.878,78.690150124216,0.45536044478174,46.7379695314549,Low income,IDA,1,1,-0.03859710338419129,0.07856971255928785,-0.19261941992485868,-0.1385974221040918,-1.8423807717086775,-1.3562846402702027,-0.5816516074721224,200
Afghanistan,AFG,2009,7.754,78.690150124216,0.45188914562189,46.7379695314549,Low income,IDA,1,1,-0.016235525006438895,0.07856971255928785,-0.19261941992485868,-0.13864799598235442,-1.8423807717086775,-1.3562846402702027,-0.5779331067222074,197
Afghanistan,AFG,2010,7.753,78.690150124216,1.20311798981139,46.7379695314549,Low income,IDA,1,1,-0.016055189696940992,0.07856971255928785,-0.19261941992485868,-0.12770323024368083,-1.8423807717086775,-1.3562846402702027,-0.5760789232141789,199
Afghanistan,AFG,2011,7.784,78.690150124216,0.293025179616803,46.7379695314549,Low income,IDA,1,1,-0.02164558429137901,0.07856971255928785,-0.19261941992485868,-0.1409625089376153,-1.8423807717086775,-1.3562846402702027,-0.5792205354289076,201
Afghanistan,AFG,2012,7.856,78.690150124216,0.285440893554571,46.7379695314549,Low income,IDA,1,1,-0.03462972657523519,0.07856971255928785,-0.19261941992485868,-0.14107300553913463,-1.8423807717086775,-1.3562846402702027,-0.5814029752431368,201
Afghanistan,AFG,2013,7.93,78.690150124216,0.239801184405551,46.7379695314549,Low income,IDA,1,1,-0.047974539478087344,0.07856971255928785,-0.19261941992485868,-0.14173793730910167,-1.8423807717086775,-1.3562846402702027,-0.5837379326886066,200
Afghanistan,AFG,2014,7.915,78.690150124216,0.209664794672203,46.7379695314549,Low income,IDA,1,1,-0.045269509835617366,0.07856971255928785,-0.19261941992485868,-0.142176998892522,-1.8423807717086775,-1.3562846402702027,-0.5833602713454317,200
Afghanistan,AFG,2015,9.052,78.690150124216,0.88400046336123,46.7379695314549,Low income,IDA,1,1,-0.250310756734846,0.07856971255928785,-0.19261941992485868,-0.13235250136408117,-1.8423807717086775,-1.3562846402702027,-0.615896396240563,203
Afghanistan,AFG,2016,10.133,78.690150124216,0.516606084523093,46.7379695314549,Low income,IDA,1,1,-0.4452532263021865,0.07856971255928785,-0.19261941992485868,-0.13770512518995037,-1.8423807717086775,-1.3562846402702027,-0.649278911806098,204
Afghanistan,AFG,2017,11.184,78.690150124216,0.274796791572807,46.7379695314549,Low income,IDA,1,1,-0.634785636584587,0.07856971255928785,-0.19261941992485868,-0.1412280810578531,-1.8423807717086775,-1.3562846402702027,-0.6814548061644818,205
Afghanistan,AFG,2018,11.196,78.690150124216,0.661572217787196,46.7379695314549,Low income,IDA,1,1,-0.6369496602985631,0.07856971255928785,-0.19261941992485868,-0.13559309184499976,-1.8423807717086775,-1.3562846402702027,-0.6808763119146689,204
Afghanistan,AFG,2019,11.185,78.690150124216,0.124495985291258,46.7379695314549,Low income,IDA,1,1,-0.6349659718940852,0.07856971255928785,-0.19261941992485868,-0.14341783605436165,-1.8423807717086775,-1.3562846402702027,-0.681849821215483,204
Afghanistan,AFG,2020,11.71,46.7098945514103,0.0649939571808755,46.7379695314549,Low income,IDA,1,1,-0.7296420093805366,0.07856971255928785,-0.771212442735145,-0.1442847300290555,-1.8423807717086775,-1.3562846402702027,-0.794205813594055,203
Angola,AGO,2005,16.36,106.590962129525,-3.52665717856752,46.7379695314549,Lower middle income,IBRD,2,3,-1.5682011985462472,0.07856971255928785,0.31216751400885834,-0.19661203428508192,-0.8832721375261942,1.2589727378292914,-0.16639590099334764,141
Angola,AGO,2006,16.206,94.6251593320477,-0.072000996349673,46.7379695314549,Lower middle income,IBRD,2,3,-1.540429560883555,0.07856971255928785,0.09567987540376233,-0.14628063006054323,-0.8832721375261942,1.2589727378292914,-0.18946000044632516,146
Angola,AGO,2007,16.153,108.060067893978,-1.36876239523004,46.7379695314549,Lower middle income,IBRD,2,3,-1.5308717894801607,0.07856971255928785,0.3387468621053034,-0.16517334143534781,-0.8832721375261942,1.2589727378292914,-0.15050465932463664,147
Angola,AGO,2008,16.228,121.364708453698,1.89631389674864,46.7379695314549,Lower middle income,IBRD,2,3,-1.5443969376925113,0.07856971255928785,0.5794570146970381,-0.11760395507457973,-0.8832721375261942,1.2589727378292914,-0.10471226086794465,138
Angola,AGO,2009,16.431,122.446144139295,3.13666068307167,46.7379695314549,Lower middle income,IBRD,2,3,-1.5810050055206057,0.07856971255928785,0.5990225600967614,-0.09953315665406841,-0.8832721375261942,1.2589727378292914,-0.1045408815359213,127
Angola,AGO,2010,16.618,104.123635308845,-3.85111149953586,46.7379695314549,Lower middle income,IBRD,2,3,-1.6147277083967317,0.07856971255928785,0.26752815582148753,-0.20133905796550267,-0.8832721375261942,1.2589727378292914,-0.18237804961306034,146
Angola,AGO,2011,16.77,99.9825063313368,-2.70487323645008,46.7379695314549,Lower middle income,IBRD,2,3,-1.6421386754404284,0.07856971255928785,0.19260604247286267,-0.1846393407392385,-0.8832721375261942,1.2589727378292914,-0.1966502768074032,145
Angola,AGO,2012,16.562,91.8000973419114,-1.14376777921662,46.7379695314549,Lower middle income,IBRD,2,3,-1.604628931064844,0.07856971255928785,0.04456830274049219,-0.16189536111846248,-0.8832721375261942,1.2589727378292914,-0.2112809460967382,149
Angola,AGO,2013,16.492,86.8119327587926,-5.38013099536349,46.7379695314549,Lower middle income,IBRD,2,3,-1.5920054593999837,0.07856971255928785,-0.04567854403193071,-0.2236155724006656,-0.8832721375261942,1.2589727378292914,-0.23450487716169918,153
Angola,AGO,2014,16.406,79.3329227828897,2.69000564690096,46.7379695314549,Lower middle income,IBRD,2,3,-1.5764966227831552,0.07856971255928785,-0.18099025158643978,-0.10604054088817808,-0.8832721375261942,1.2589727378292914,-0.23487618373256466,149
Angola,AGO,2015,16.49,62.8885160890192,11.0813390258994,46.7379695314549,Lower middle income,IBRD,2,3,-1.5916447887809875,0.07856971255928785,-0.47850566561017766,0.01621405407128109,-0.8832721375261942,1.2589727378292914,-0.26661101457624986,151
Angola,AGO,2016,16.575,53.3701580675988,-0.340242828705014,46.7379695314549,Lower middle income,IBRD,2,3,-1.6069732900883178,0.07856971255928785,-0.6507136558579867,-0.15018868556074072,-0.8832721375261942,1.2589727378292914,-0.32560088644077667,157
Angola,AGO,2017,16.61,52.2568222278462,-10.0383767819736,46.7379695314549,Lower middle income,IBRD,2,3,-1.6132850259207479,0.07856971255928785,-0.6708563450700532,-0.2914822541474465,-0.8832721375261942,1.2589727378292914,-0.3535588853793104,164
Angola,AGO,2018,16.594,66.3780133263399,-8.12589110876485,46.7379695314549,Lower middle income,IBRD,2,3,-1.61039966096878,0.07856971255928785,-0.4153730008310264,-0.26361896344217234,-0.8832721375261942,1.2589727378292914,-0.30585355206326564,163
Angola,AGO,2019,16.497,57.8295381183036,-5.78081314286634,46.7379695314549,Lower middle income,IBRD,2,3,-1.5929071359474736,0.07856971255928785,-0.5700336820058948,-0.229453170722411,-0.8832721375261942,1.2589727378292914,-0.32302061263556575,166
Angola,AGO,2020,16.69,65.9420289329872,-3.84826398729862,46.7379695314549,Lower middle income,IBRD,2,3,-1.6277118506805883,0.07856971255928785,-0.4232609155312001,-0.20129757213250302,-0.8832721375261942,1.2589727378292914,-0.29966667091365107,148
Albania,ALB,2005,15.966,69.1162926602322,3.17899814544722,46.7379695314549,Upper middle income,IBRD,3,3,-1.4971490866040347,0.07856971255928785,-0.3658315169148399,-0.0989163358127837,0.07583649665628926,1.2589727378292914,-0.0914196653811316,127
Albania,ALB,2006,15.626,72.2019089483674,3.55321913781567,46.7379695314549,Upper middle income,IBRD,3,3,-1.4358350813747136,0.07856971255928785,-0.3100059450609696,-0.09346425403018715,0.07583649665628926,1.2589727378292914,-0.07098772223683363,126
Albania,ALB,2007,15.966,79.9119008919954,5.86740351847628,46.7379695314549,Upper middle income,IBRD,3,3,-1.4971490866040347,0.07856971255928785,-0.17051526668440187,-0.059748554588754874,0.07583649665628926,1.2589727378292914,-0.052338993472053806,128
Albania,ALB,2008,13.06,75.2485472798728,9.40665320050491,46.7379695314549,Upper middle income,IBRD,3,3,-0.9730946772028397,0.07856971255928785,-0.2548855700026054,-0.008184694973818537,0.07583649665628926,1.2589727378292914,0.029535667477600835,117
Albania,ALB,2009,13.674,73.3213575646169,10.9068201480963,46.7379695314549,Upper middle income,IBRD,3,3,-1.083820557234613,0.07856971255928785,-0.2897526623039874,0.01367146235731156,0.07583649665628926,1.2589727378292914,0.00891286497726329,107
Albania,ALB,2010,14.086,75.5325329687378,9.01744998049889,46.7379695314549,Upper middle income,IBRD,3,3,-1.15811870474779,0.07856971255928785,-0.24974764551725562,-0.013855055078666682,0.07583649665628926,1.2589727378292914,-0.0013904097164739726,109
Albania,ALB,2011,13.481,80.6989985298954,8.08329285826067,69.1921886031503,Upper middle income,IBRD,3,3,-1.0490158425014986,-1.3423301344412224,-0.15627494266564526,-0.027464930345159635,0.07583649665628926,1.2589727378292914,-0.20671276924465753,150
Albania,ALB,2012,13.376,76.9683583166821,7.49597513325321,64.0504160397904,Upper middle income,IBRD,3,3,-1.0300806350042082,-1.0169594847088974,-0.2237704132089198,-0.036021650396707405,0.07583649665628926,1.2589727378292914,-0.16200382480552533,138
Albania,ALB,2013,15.866,75.7506185619748,9.80035898039468,70.4662619818776,Upper middle income,IBRD,3,3,-1.4791155556542341,-1.4229533199156637,-0.24580199841837272,-0.0024487363985001226,0.07583649665628926,1.2589727378292914,-0.3025850626501984,164
Albania,ALB,2014,18.055,75.0212023084129,8.64846635716115,72.9442880579616,Upper middle income,IBRD,3,3,-1.8738695481453613,-1.5797624639401584,-0.2589987395786971,-0.019230832846086676,0.07583649665628926,1.2589727378292914,-0.3995087250041205,173
Albania,ALB,2015,17.193,71.2794476606014,8.62740636982337,79.2842872907886,Upper middle income,IBRD,3,3,-1.7184205113580835,-1.9809567299773538,-0.32669529464102276,-0.019537658961263474,0.07583649665628926,1.2589727378292914,-0.45180016007535717,182
Albania,ALB,2016,15.418,74.0144504546815,8.71147225448456,79.8771647108445,Upper middle income,IBRD,3,3,-1.398325336999129,-2.0184739303198675,-0.2772130905223349,-0.018312890475138927,0.07583649665628926,1.2589727378292914,-0.39625266897181494,170
Albania,ALB,2017,13.616,76.7873817898989,7.71411336285186,74.5233409273812,Upper middle income,IBRD,3,3,-1.073361109283729,-1.6796847089935294,-0.22704467583796015,-0.03284356180216994,0.07583649665628926,1.2589727378292914,-0.27968747023863466,158
Albania,ALB,2018,12.304,75.6940783717425,7.83109146132114,63.6337689521087,Upper middle income,IBRD,3,3,-0.8367611832223499,-0.9905941151874785,-0.24682493457040872,-0.031139290335220247,0.07583649665628926,1.2589727378292914,-0.1284183814716461,134
Albania,ALB,2019,11.466,75.382128932689,7.70621465029911,74.8082518103115,Upper middle income,IBRD,3,3,-0.6856401938630237,-1.6977138298759722,-0.25246878467958117,-0.03295863933040335,0.07583649665628926,1.2589727378292914,-0.22232870221056658,149
Albania,ALB,2020,11.69,59.5207118897718,7.01865301314463,83.4542198469267,Upper middle income,IBRD,3,3,-0.7260353031905763,-2.2448294797755377,-0.5394366362035679,-0.042975827977723716,0.07583649665628926,1.2589727378292914,-0.36974466877697076,158
Andorra,AND,2005,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,69
Andorra,AND,2006,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,76
Andorra,AND,2007,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,83
Andorra,AND,2008,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,82
Andorra,AND,2009,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,71
Andorra,AND,2010,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,69
Andorra,AND,2011,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,75
Andorra,AND,2012,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,74
Andorra,AND,2013,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,75
Andorra,AND,2014,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,75
Andorra,AND,2015,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,72
Andorra,AND,2016,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,69
Andorra,AND,2017,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,75
Andorra,AND,2018,6.0875,78.690150124216,2.98523112579689,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.10173935659314508,1.0349451308387727,-0.04865595122045556,0.17579889732193052,76
Andorra,AND,2019,6.0875,78.690150124216,13.3818111201207,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,0.049729977154309886,1.0349451308387727,-0.04865595122045556,0.20104378627983968,67
Andorra,AND,2020,6.0875,78.690150124216,9.43228927416706,46.7379695314549,High income,Not classified,4,2,0.2842932682719819,0.07856971255928785,-0.19261941992485868,-0.007811199170426807,1.0349451308387727,-0.04865595122045556,0.19145359022571687,53
United Arab Emirates,ARE,2005,3.12,119.552871642254,6.03481604123485,46.7379695314549,High income,Not classified,4,2,0.819438299207304,0.07856971255928785,0.5466769096354712,-0.05730949642760324,1.0349451308387727,-0.04865595122045556,0.3956107674321296,22
United Arab Emirates,ARE,2006,2.963,119.470669577786,5.76543753223521,46.7379695314549,High income,Not classified,4,2,0.8477509427984904,0.07856971255928785,0.5451896938484205,-0.06123411234036832,1.0349451308387727,-0.04865595122045556,0.39942756941402463,28
United Arab Emirates,ARE,2007,2.936,136.798152865771,5.50043971722883,46.7379695314549,High income,Not classified,4,2,0.8526199961549366,0.07856971255928785,0.8586819018911591,-0.06509490526510532,1.0349451308387727,-0.04865595122045556,0.45184431415976595,25
United Arab Emirates,ARE,2008,2.821,148.513544025723,1.60487460715228,46.7379695314549,High income,Not classified,4,2,0.8733585567472066,0.07856971255928785,1.0706390442976623,-0.12184997780966121,1.0349451308387727,-0.04865595122045556,0.48116775256880223,23
United Arab Emirates,ARE,2009,2.944,153.461944358373,0.447367365845778,46.7379695314549,High income,Not classified,4,2,0.8511773136789526,0.07856971255928785,1.1601664684930466,-0.1387138744703201,1.0349451308387727,-0.04865595122045556,0.48958146664654745,20
United Arab Emirates,ARE,2010,2.811,138.892096911897,2.93040987377924,46.7379695314549,High income,Not classified,4,2,0.8751619098421868,0.07856971255928785,0.8965659460785321,-0.10253805563868201,1.0349451308387727,-0.04865595122045556,0.455674782076607,24
United Arab Emirates,ARE,2011,2.596,147.392662018666,1.98210834163921,46.7379695314549,High income,Not classified,4,2,0.9139340013842573,0.07856971255928785,1.050359828354552,-0.11635400293513556,1.0349451308387727,-0.04865595122045556,0.4854664531635465,26
United Arab Emirates,ARE,2012,2.327,159.970470619225,2.4873633631626,46.7379695314549,High income,Not classified,4,2,0.96244419963922,0.07856971255928785,1.2779199953444307,-0.10899286672260343,1.0349451308387727,-0.04865595122045556,0.5327050367397754,19
United Arab Emirates,ARE,2013,2.126,161.100482455585,2.43989565804097,1.84568513687581,High income,Not classified,4,2,0.9986915968483184,2.9193471995914644,1.298364389940417,-0.10968443084015166,1.0349451308387727,-0.04865595122045556,1.0155013225263942,3
United Arab Emirates,ARE,2014,2.002,163.687585001674,2.67360384793242,46.7379695314549,High income,Not classified,4,2,1.0210531752260708,0.07856971255928785,1.3451707539187803,-0.1062795011581304,1.0349451308387727,-0.04865595122045556,0.5541338866940543,19
United Arab Emirates,ARE,2015,1.793,169.476236698198,2.3093352254482,46.7379695314549,High income,Not classified,4,2,1.0587432549111533,0.07856971255928785,1.4499001697129352,-0.11158658537071878,1.0349451308387727,-0.04865595122045556,0.5769859552384958,15
United Arab Emirates,ARE,2016,1.64,170.976829168197,2.6011196907891,46.7379695314549,High income,Not classified,4,2,1.0863345572643477,0.07856971255928785,1.4770491814288198,-0.107335533718428,1.0349451308387727,-0.04865595122045556,0.5868178495253907,13
United Arab Emirates,ARE,2017,2.462,170.92080687494,2.65141548152326,46.7379695314549,High income,Not classified,4,2,0.9380989328569895,0.07856971255928785,1.4760356151698968,-0.10660276679729007,1.0349451308387727,-0.04865595122045556,0.5620651122345336,15
United Arab Emirates,ARE,2018,2.236,159.642777281025,2.43186975978915,46.7379695314549,High income,Not classified,4,2,0.9788547128035382,0.07856971255928785,1.2719913035404424,-0.10980136135591663,1.0349451308387727,-0.04865595122045556,0.5343172578609449,17
United Arab Emirates,ARE,2019,2.331,170.068118822018,4.27633960124115,46.7379695314549,High income,Not classified,4,2,0.9617228584012278,0.07856971255928785,1.460608616566612,-0.08292900350799538,1.0349451308387727,-0.04865595122045556,0.567376893939575,16
United Arab Emirates,ARE,2020,4.294,185.280552445405,5.68984417329464,46.7379695314549,High income,Not classified,4,2,0.6077246458566493,0.07856971255928785,1.7358349334551144,-0.06233544332812696,1.0349451308387727,-0.04865595122045556,0.5576805046935404,6
Argentina,ARG,2005,11.506,40.5512709706238,2.64935441452167,46.7379695314549,Upper middle income,IBRD,3,3,-0.692853606242944,0.07856971255928785,-0.8826354620367183,-0.10663279479166035,0.07583649665628926,1.2589727378292914,-0.04479048600440901,115
Argentina,ARG,2006,10.078,40.4334798719151,2.38106854489628,46.7379695314549,Upper middle income,IBRD,3,3,-0.43533478427979644,0.07856971255928785,-0.8847665615742706,-0.11054149187745212,0.07583649665628926,1.2589727378292914,-0.002877315114441744,114
Argentina,ARG,2007,8.47,40.945170618571,2.25129423568361,46.7379695314549,Upper middle income,IBRD,3,3,-0.1453556066070088,0.07856971255928785,-0.8755089527606799,-0.1124321932585516,0.07583649665628926,1.2589727378292914,0.046680365736438044,110
Argentina,ARG,2008,7.837,40.4026733790382,2.68990096507093,46.7379695314549,Upper middle income,IBRD,3,3,-0.031203355694773127,0.07856971255928785,-0.8853239186533987,-0.10604206601346532,0.07583649665628926,1.2589727378292914,0.06513493444720524,108
Argentina,ARG,2009,8.645,34.0571269054879,1.20643922647566,46.7379695314549,Upper middle income,IBRD,3,3,-0.17691428576915902,0.07856971255928785,-1.0001287833974022,-0.12765484264843036,0.07583649665628926,1.2589727378292914,0.018113505871646174,104
Argentina,ARG,2010,7.714,34.9710132635696,2.67516171886535,46.7379695314549,Upper middle income,IBRD,3,3,-0.009022112626518952,0.07856971255928785,-0.9835945731180692,-0.10625680430277946,0.07583649665628926,1.2589727378292914,0.05241757616625017,99
Argentina,ARG,2011,7.18,35.2061549999644,2.04465997872008,46.7379695314549,Upper middle income,IBRD,3,3,0.08727694264541445,0.07856971255928785,-0.9793403429497145,-0.11544267874981454,0.07583649665628926,1.2589727378292914,0.06764547799845899,101
Argentina,ARG,2012,7.217,30.5265423717108,2.80667189982932,46.7379695314549,Upper middle income,IBRD,3,3,0.08060453619398837,0.07856971255928785,-1.0640048075597104,-0.10434081274570058,0.07583649665628926,1.2589727378292914,0.05427297715557433,102
Argentina,ARG,2013,7.1,29.3339290021037,1.77920553648531,46.7379695314549,Upper middle income,IBRD,3,3,0.10170376740525465,0.07856971255928785,-1.0855818013080565,-0.11931012434515023,0.07583649665628926,1.2589727378292914,0.05169846479948607,102
Argentina,ARG,2014,7.268,28.4067936452275,0.962406650325519,46.7379695314549,Upper middle income,IBRD,3,3,0.07140743540959023,0.07856971255928785,-1.1023557150583096,-0.13121018986283334,0.07583649665628926,1.2589727378292914,0.041870079588885965,103
Argentina,ARG,2015,7.579,22.4862260889792,1.97713461784426,46.7379695314549,Upper middle income,IBRD,3,3,0.015323154155711493,0.07856971255928785,-1.209471778321893,-0.11642646586331735,0.07583649665628926,1.2589727378292914,0.017133976169228293,103
Argentina,ARG,2016,8.085,26.0938878488799,0.584748941173009,46.7379695314549,Upper middle income,IBRD,3,3,-0.07592651245027791,0.07856971255928785,-1.1442012579476588,-0.1367123416878712,0.07583649665628926,1.2589727378292914,0.009423139159843422,108
Argentina,ARG,2017,8.347,25.2896011376779,1.78936504083806,46.7379695314549,Upper middle income,IBRD,3,3,-0.1231743635387543,0.07856971255928785,-1.1587525700339893,-0.11916210900199359,0.07583649665628926,1.2589727378292914,0.0020483174116885383,111
Argentina,ARG,2018,9.22,30.7625359549926,2.23253157689253,46.7379695314549,Upper middle income,IBRD,3,3,-0.2806070887305106,0.07856971255928785,-1.0597351656112903,-0.11270554924946086,0.07583649665628926,1.2589727378292914,-0.006611476091065531,112
Argentina,ARG,2019,9.843,32.6306150458499,1.48500687570697,46.7379695314549,Upper middle income,IBRD,3,3,-0.392955986547766,0.07856971255928785,-1.0259375142583438,-0.12359634877297343,0.07583649665628926,1.2589727378292914,-0.021518483755702422,118
Argentina,ARG,2020,11.461,30.203698807416,1.26616924308721,46.7379695314549,Upper middle income,IBRD,3,3,-0.6847385173155339,0.07856971255928785,-1.0698457563080692,-0.12678462707505764,0.07583649665628926,1.2589727378292914,-0.0779983256089654,113
Armenia,ARM,2005,10.54,70.1397385835334,5.96010687349519,46.7379695314549,Upper middle income,IBRD,3,3,-0.5186496972678735,0.07856971255928785,-0.34731513360772076,-0.05839794550109967,0.07583649665628926,1.2589727378292914,0.08150269511136243,92
